Codigo;Nombre;Categoria;Proveedor;Stock;Costo;Precio;
724751092854;½ Docena huevos COECO;Almacen;;-36;0.00;4100.00;
7798442440425;Acai en polvo 50g OH YEAH ITS VEGAN;Conservas;;0;0.00;10500.00;
705105855448;Aceite chia Solazteca 150 cc;Aceites;Eco Tierra;-5;1390.40;6265.00;
705105855547;Aceite chia Solazteca 250 cc;Aceites;;-1;0.00;12710.00;
12;Aceite chia Sturla 150 cc;Aceites;Fernanda - Alimentos Naturales;0;;538.80;
18;Aceite coco neutro 5 lts BIOTERRA;Aceites;Bio Terra;0;;2353.20;
4623626;Aceite cosmetico de Coco Neutro 180ml SUMA QAMAÑA;Aceites;;0;;6120.00;
37261316;Aceite cosmetico de Coco Neutro 220ml SUMA QAMAÑA;Aceites;;0;;6650.00;
7795513155646;Aceite de Almendras 100ml SOL AZTECA;Almacen;;0;0.00;9900.00;
24;Aceite de arnica alsina;Almacen;Herboristería Alsina;-1;0.00;5250.00;
7798121273221;Aceite de Arnica BOTANIKA 30ml;Almacen;;-2;0.00;15000.00;
25;Aceite de Arnica para masajes Sentida Botanica;Almacen;Sentida botanica;-1;0.00;9864.00;
26;Aceite de Cannabis 20ml Nanko CDB 10:1 20 ml;Almacen;Liliana pintofruta;-5;0.00;11311.20;
27;Aceite de Cannabis Ananda 10 ml;Almacen;Lean Despierta Ananda;-141;0.00;14000.00;
28;Aceite de Cannabis EXTRA Nanko CDB 1:1;Almacen;Liliana pintofruta;-3;0.00;11311.20;
6769865;Aceite de cannabis medicinal CHO 15ml;Almacen;;-35;0.00;11000.00;
29;Aceite de Cannabis Nanko CDB 10:1 10 ml;Almacen;Liliana pintofruta;0;0.00;5913.60;
30;Aceite de Cannabis Nanko KELANCHOE 10 ml;Almacen;Liliana pintofruta;0;0.00;5913.60;
31;Aceite de Cannabis Nanko Mascotas 10 ml;Almacen;Liliana pintofruta;0;0.00;5913.60;
32;Aceite de Cannabis Nanko MELATONINA 10 ml;Almacen;Liliana pintofruta;0;0.00;5913.60;
2141441;Aceite de Citronella 10ml SUMA QAMAÑA llakipakuy;Almacen;;-1;0.00;5280.00;
34;aceite de coco 100 ml GREEN LEAF;Almacen;Crackines (Milgal) Lucas;0;331.80;618.00;
38;aceite de coco 360 ml GREEN LEAF;Cosmetica natural;Crackines (Milgal) Lucas;0;908.50;1695.60;
39;aceite de coco 660 ml GREEN LEAF;Cosmetica natural;Crackines (Milgal) Lucas;0;1153.40;2151.60;
7798165591695;Aceite de coco Beepure 200 ml;Miel;Beepure;0;1327.20;2478.00;
41;Aceite de coco Beepure 330 ml;Miel;Beepure;-4;377.62;5750.40;
7798318384006;Aceite de coco MCT PREMIUM GOD BLES YOU;Aceites;;-6;;20000.00;
7798260050233;Aceite de Coco Neutro 180ml CHIA GRAAL;Aceites;VIVET;-11;0.00;6600.00;
63463;Aceite de coco neutro 180ml SUMA QAMAÑA;Aceites;;-9;;6120.00;
7798318380053;Aceite de coco neutro 1lt GOD BLESS YOU;Aceites;;-2;0.00;18000.00;
5335;Aceite de coco neutro 220ml SUMA QAMAÑA;Aceites;;-15;0.00;7000.00;
7798318380077;Aceite de coco neutro 225g GOD BLESS YOU;Aceites;;-10;;8040.00;
2365626;Aceite de Coco Neutro 360ml CHIA GRAAL;Aceites;;-2;;10420.00;
7798318380060;Aceite de coco neutro 500g GOD BLESS YOU;Aceites;;-11;0.00;14930.00;
754442;Aceite de coco neutro 600ml SUMA QAMAÑA;Aceites;;-4;;14400.00;
34589;Aceite de Coco Neutro 660ml CHIA GRAAL;Aceites;Green & CO;-1;;13200.00;
1012211000037;aceite de coco neutro Bioterra 360ml;Aceites;Bio Terra;-29;0.00;12100.00;
1012211000044;aceite de coco neutro Bioterra 800ml;Varios;Bio Terra;-6;0.00;22400.00;
50;Aceite de Coco Neutro x 660 MATERIA PRIMA;Aceites;Crackines (Milgal) Lucas;0;908.50;1695.60;
126;Aceite de coco organico virgen 180ml SUMA QAMAÑA;Medicinales y Energeticos;SUMA QAMAÑA - Francisco Rios - maca;-10;;9690.00;
1628399393;Aceite de coco organico virgen 220ml SUMA QAMAÑA;Cosmetica natural;;-5;;11560.00;
7798260050356;Aceite de Coco prensado en frio spray 190ml CHI GRAAL;Aceites;;-2;0.00;9900.00;
52;Aceite de Coco Sitaram 1 kg;Aceites;Eco Tierra;0;252.80;471.60;
7798318384013;Aceite de coco spray MCT PREMIUM god bless you 125ml;Aceites;;-1;0.00;16800.00;
4189641321357;Aceite de coco VALLE ORGANICO 250ml;Aceites;;-4;;6560.00;
5893721352429;Aceite de Coco VALLE ORGANICO 360ml;Aceites;;-11;;8620.00;
6541324896541;Aceite de coco VALLE ORGANICO 660ml;Aceites;;-5;;14210.00;
7798260050196;Aceite de Coco Virgen 180ml CHIA GRAAL;Aceites;VIVET;-2;0.00;10220.00;
7798318380039;Aceite de coco virgen 225g GOD BLESS YOU;Aceites;;-8;;12490.00;
7798260050202;Aceite de Coco Virgen 360ml CHIA GRAAL;Aceites;Green & CO;0;0.00;17900.00;
7798318380022;Aceite de coco virgen 500g GOD BLESS YOU;Aceites;;-4;0.00;29000.00;
1012211000013;aceite de coco virgen Bioterra 360ml;Varios;Bio Terra;-29;;16560.00;
1012211000020;aceite de coco virgen organico Bioterra 800ml;Varios;Bio Terra;-8;;33550.00;
7793323024763;Aceite de Girasol alto oleico DICOMERE 500ml;Aceites;;-8;0.00;6500.00;
7798131061528;aceite de girasol alto oleico PAMPA GOURMET 500ml;Varios;Fernanda - Alimentos Naturales;-10;;10465.00;
109;Aceite de girasol Campo Claro 500 cc;Aceites;Fernanda - Alimentos Naturales;-15;;5600.00;
7798418340018;Aceite de Girasol Estancia el cencerro 500ml;Aceites;;-11;0.00;6500.00;
62;Aceite de Girasol PAMPA GOURMET x500ml;cereales;Fernanda - Alimentos Naturales;0;;1592.40;
3245;Aceite de Jojoba org 30 ml;Medicinales y Energeticos;Pajaro Tigre;-2;;5370.00;
176625240999;Aceite de lino NUTRASEM 150ml;Aceites;Fernanda - Alimentos Naturales;-3;;1651.20;
AC0001;Aceite de Oliva ½lt Suelto;Almacen;El Renuevo (fincas del olivo);-349;0.00;6000.00;
AC0002;Aceite de Oliva 1lt Suelto;Almacen;El Renuevo (fincas del olivo);-285;0.00;12000.00;
7798154951196;Aceite de Oliva 500g Terra Sana;Almacen;FJ ORGANICO;-24;0.00;7140.00;
7790265059884;Aceite de oliva 500ml La Riojana;Almacen;La Choza;-18;0.00;16400.00;
7791045512018;Aceite de oliva extra virgen San Nicolas 500ml;Almacen;Hecho en Argentina;-93;0.00;18000.00;
76;Aceite de oliva Terrasana 250 ml;Almacen;MAOAR;0;0.00;446.40;
7798121272941;Aceite de Oregano 30ml NATIER;Medicinales y Energeticos;El Ceibo;-2;;6207.60;
8606843135705;Aceite de Oregano Artesanal Green Relief;Aceites;Eco Tierra;-10;2014.50;18450.00;
17547899;ACEITE DE OREGANO ARTESANAL SALUTIS VITAE 10 ml;Aceites;Eco Tierra;-5;;5641.20;
6543;Aceite de Oregano BIORE 30ml;Aceites;;-5;0.00;13800.00;
99;Aceite esencial de arbol de te 10 cc Pajaro tigre tea tree;Cosmetica natural;Pajaro Tigre;-7;0.00;11200.00;
100;Aceite esencial de citronela 10 cc Pajaro tigre;Cosmetica natural;Pajaro Tigre;-7;0.00;7230.00;
101;Aceite esencial de eucaliptus 10 cc Pajaro Tigre;Cosmetica natural;Pajaro Tigre;-4;0.00;9775.00;
102;Aceite esencial de lavanda 10 cc Pajaro Tigre;Cosmetica natural;Pajaro Tigre;-6;0.00;18000.00;
103;Aceite esencial de limon 10 cc Pajaro Tigre;Cosmetica natural;Pajaro Tigre;-4;0.00;10700.00;
104;Aceite esencial de naranja 10 cc Pajaro Tigre;Cosmetica natural;Pajaro Tigre;-4;0.00;7590.00;
19911;Aceite Esencial Lavanda Mont Blanc Sentida Botanica;Aceites;Sentida botanica;-2;;6118.80;
119;Aceite esencial Lemongrass BIOTERRA;Cosmetica natural;Bio Terra;0;;3280.80;
199;Aceite Esencial Litsea cubeba Sentida Botanica;Cosmetica natural;Sentida botanica;0;;1246.80;
200;Aceite Esencial oleo 31 hierbas Sentida Botanica 15ml;Cosmetica natural;Sentida botanica;-1;;3200.40;
105;Aceite esencial puro 10 cc lavanda BIOTERRA;Cosmetica natural;Bio Terra;0;;5323.20;
106;Aceite esencial puro 10 cc tea tree BIOTERRA;Cosmetica natural;Bio Terra;-1;;4188.00;
23832;Aceite Esencial Sandalo Sentida Botanica;Medicinales y Energeticos;Sentida botanica;-4;;2846.40;
107;Aceite Eucaliptus BIOTERRA;Cosmetica natural;Bio Terra;-3;0.00;5370.00;
115;Aceite Girasol alto oleico Naturaleza Viva 1lt ;Almacen;Fernanda - Alimentos Naturales;-3;0.00;9920.00;
108;Aceite girasol Campo Claro 1 lt;Aceites;Fernanda - Alimentos Naturales;0;;1.20;
116;Aceite Jojoba 100ml Pajaro tigre;Cosmetica natural;Pajaro Tigre;-3;;5364.00;
118;Aceite Jojoba 30ml Pajaro tigre;Cosmetica natural;Pajaro Tigre;-15;0.00;10400.00;
12672;Aceite jojoba AL BOSQUE;Aceites;;0;;14000.00;
120;Aceite Limon verde BIOTERRA;Cosmetica natural;Bio Terra;-1;;2766.00;
121;Aceite lino Campo Claro 250 cc;Aceites;Fernanda - Alimentos Naturales;-6;0.00;7740.00;
7795513155622;Aceite lino Solazteca 150 cc;Aceites;Eco Tierra;-11;695.20;5000.00;
7795513052945;Aceite lino Solazteca 250 cc;Aceites;;0;0.00;7520.00;
123;Aceite Melisa BIOTERRA;Cosmetica natural;Bio Terra;-1;;2013.60;
13616;Aceite Mosqueta AL BOSQUE;Aceites;;-1;;14500.00;
124;Aceite Naranja dulce BIOTERRA;Cosmetica natural;Bio Terra;0;;768.00;
125;Aceite neutro 200cc BIORGANIC;galletas;Felices Las Vacas (Logica Natural S.R.L);0;663.60;1239.60;
7798196500048;Aceite oliva Frutos del Norte 2 LT;Aceites;Frutos del Norte;-6;;8193.60;
7798196500024;Aceite oliva Frutos del Norte 250 CC;Aceites;Frutos del Norte;-13;;1070.40;
7798196500017;Aceite oliva Frutos del Norte 500 CC;Aceites;Frutos del Norte;-44;;2374.80;
132;Aceite oliva organico El Renuevo 2 lt;Almacen;El Renuevo (fincas del olivo);-9;0.00;23000.00;
133;Aceite oliva organico El Renuevo 5 lt;Aceites;El Renuevo (fincas del olivo);0;0.00;24000.00;
7793104000191;Aceite oliva organico El Renuevo 500 cc;Almacen;El Renuevo (fincas del olivo);-144;0.00;12000.00;
7798241870140;Aceite oliva organico Maelca 2 lt;Aceites;Ino (Maelca);-8;0.00;30000.00;
7798241870157;Aceite oliva organico Maelca 5 lt;Aceites;Ino (Maelca);-2;0.00;56610.00;
7798241870102;Aceite oliva organico Maelca 500cc;Almacen;Ino (Maelca);-69;0.00;13200.00;
141;Aceite ORGANICO de almendra 30 cc BIOTERRA;Cosmetica natural;Bio Terra;0;;5086.80;
4858823786504;Aceite ORGANICO de jojoba 30 cc BIOTERRA;Cosmetica natural;Bio Terra;-5;;11930.00;
143;Aceite palta 30 cc BIOTERRA;Cosmetica natural;Bio Terra;0;;500.40;
144;Aceite para bebe de calendula x 200 ml WELEDA;Cosmetica natural;Frusan (Gerardo Lassalle);0;;686.40;
146;Aceite para masaje de arnica o lavanda 50 cc WELEDA;Cosmetica natural;Frusan (Gerardo Lassalle);0;;547.20;
147;Aceite puro de almendra 100 cc BIOTERRA;Cosmetica natural;Bio Terra;0;;648.00;
148;Aceite puro de almendra 30 cc BIOTERRA;Cosmetica natural;Bio Terra;-6;0.00;6545.00;
4859083570216;Aceite puro de calendula 30 cc BIOTERRA;Cosmetica natural;;-2;;4992.00;
151;Aceite puro de jojoba 100 cc BIOTERRA;Cosmetica natural;Bio Terra;-1;;11930.00;
152;Aceite puro de Menta 10 cc BIOTERRA;Cosmetica natural;Bio Terra;-2;;3960.00;
153;Aceite puro de Palta 30 cc BIOTERRA;Cosmetica natural;Bio Terra;0;;691.20;
154;Aceite puro de Salvia 10 cc BIOTERRA;Cosmetica natural;Bio Terra;0;;2300.40;
155;Aceite puro de Tomillo rojo 30 cc BIOTERRA;Cosmetica natural;Bio Terra;-1;;2565.60;
2877;Aceite Roll on Rosa Mosqueta SOMOS SEMILLA;Cosmetica natural;Somos semilla;-3;;1768.80;
158;Aceite romero BIOTERRA;Cosmetica natural;Bio Terra;0;;1135.20;
159;Aceite Rosa Mosqueta BIOTERRA;Cosmetica natural;Bio Terra;0;;1578.00;
160;Aceite Rosa Mosqueta Pajaro Tigre;Dentifricos;Pajaro Tigre;-9;;11880.00;
7795513052952;Aceite sesamo Solazteca 150 cc;Aceites;Eco Tierra;-11;896.65;5200.00;
705105855646;Aceite sesamo Solazteca 250 cc;Aceites;;-1;0.00;5440.00;
2809;Aceite vegetal ricino x 10got;Aceites;Herboristería Alsina;0;;1464.00;
1874;Aceite vegetal Ricino x10got BIOTERRA;Aceites;Bio Terra;0;;2707.20;
162;Aceite virgen 200cc BIORGANIC;galletas;Felices Las Vacas (Logica Natural S.R.L);0;663.60;1239.60;
75474;Aceites escenciales FLEUR DE LA VIE;Cosmetica natural;;-1;;6800.00;
7791045511660;aceitunas  negras San Nicolas 250g;Varios;Hecho en Argentina;-3;0.00;5060.00;
163;Aceitunas El Renuevo Gigantes Negras;Conservas;El Renuevo (fincas del olivo);-2;;552.00;
164;Aceitunas El Renuevo Gigantes verdes 480 gr;Conservas;El Renuevo (fincas del olivo);-2;;523.20;
7798154951455;Aceitunas El Renuevo negras 225 gr;Conservas;El Renuevo (fincas del olivo);-56;0.00;4560.00;
7798154951448;Aceitunas El Renuevo negras 250gr;Aceites;El Renuevo (fincas del olivo);-2;0.00;4560.00;
166;Aceitunas El Renuevo negras 500 gr;Conservas;El Renuevo (fincas del olivo);-2;;721.20;
7798154951462;Aceitunas El Renuevo verdes 225gr;Conservas;El Renuevo (fincas del olivo);-49;0.00;4560.00;
7791045511325;Aceitunas griegas San Nicolas 250 gr;Aceites;Fernanda - Alimentos Naturales;-41;;5250.00;
7791045512094;Aceitunas Negras Gigantes San Nicolas 250 gr;Aceites;Hecho en Argentina;-11;;5660.00;
3646423;Aceitunas sueltas xkg EL RENUEVO;Aceites;;0;;6500.00;
7791045000058;Aceitunas verdes 250G SAN NICOLAS;Aceites;;-8;;4210.00;
7798154950021;Aceitunas Verdes 400g TERRA SANA;Conservas;FJ ORGANICO;-7;;1489.20;
178;Aceitunas Verdes descarozadas 250 gr;Aceites;Hecho en Argentina;0;;508.80;
742832320559;Aceitunas verdes en Salmuera 200g viridian;Conservas;;-1;;1622.40;
327873;Aceitunas verdes FINCA PARU;Aceites;Hecho en Argentina;-8;;1700.00;
7791045112324;Aceitunas Verdes GIGANTES San Nicolas 250 gr;Aceites;Hecho en Argentina;-15;0.00;5390.00;
180;Aceitunas Verdes GIGANTES San Nicolas 500 gr;Aceites;Hecho en Argentina;-1;;1099.20;
184;Aceto balsamico organico Anahata 250 cc;Vinagres y acetos;Fernanda - Alimentos Naturales;-8;0.00;4220.00;
7791473000853;Aceto balsamico reducido 250ml RECETAS DE ENTONCES;Aceites;;-1;;5600.00;
185;Aceto esencial TOMILLO x 10cc (Beatriz Cosmet);Vinagres y acetos;Beatriz cosméticos;0;;849.60;
7798241870195;Aceto Maelca 250 cc;Aceites;Ino (Maelca);-21;0.00;2000.00;
7798241870287;Aceto Maelca 500 cc;Aceites;Ino (Maelca);-10;0.00;3000.00;
188;Aceto Terrasana 250ml;Bebidas;MAOAR;0;;486.00;
214411;Acido abscorbico vitamina c 100g KAWSAY;Fitoterapia;;-2;0.00;13200.00;
189;Acido Clorhidrico x 100cc;Aceites;Lean Despierta Ananda;0;;662.40;
28421;Acido Malico 50g Veritasalud;Medicinales y Energeticos;VeritaSalud;-7;;7650.00;
723540584563;Acido malico Prama;harinas;Prama Nestor Palmetti;-3;0.00;2275.00;
2878;Aciete Serum Facial SOMOS SEMILLA;Cosmetica natural;Somos semilla;-2;;1813.20;
7798121272361;Acondicionador anticaida 350ml BOTANIKA;Cosmetica natural;Liliana pintofruta;-3;0.00;13400.00;
191;Acondicionador Ayurvedico Hidratante x100ml Sri Sri;Cosmetica natural;Frusan (Gerardo Lassalle);0;;841.20;
7798121272354;Acondicionador cabello teñido 350ml BOTANIKA;Varios;Liliana pintofruta;-3;0.00;13400.00;
7795399902303;Acondicionador Samu Cocoy romero;Varios;Samu Shampoo solido;-82;0.00;5800.00;
737186385880;Acondicionador solido geranio 80g The Mash Store;Cosmetica natural;Mi Soja (Soja SRL);-2;;3961.20;
737186409425;Acondicionador solido lavanda 80g The Mash Store;Cosmetica natural;Mi Soja (Soja SRL);0;;3961.20;
634301921032;Acondicionador Solido NEUTRO 40gr BOTIK;Cosmetica natural;;3;;8485.00;
737186409432;Acondicionador solido salvia 80g The Mash Store;Cosmetica natural;Mi Soja (Soja SRL);-1;;3961.20;
736684288846;Acondicionador solido SENTIDA BOTANICA;Cosmetica natural;Sentida botanica;-18;;11840.00;
2873;Acondicionador Solidos SOMOS SEMILLA;Cosmetica natural;Somos semilla;0;;1592.40;
7798126291145;adereso griego Arytza ajo con miel  360g;Varios;El Ceibo;0;645.43;1206.00;
198;Aderezo para ensalada (todos sabores) 250ml;Conservas;MAOAR;0;;633.60;
7798131060767;Aderezo para Ensalada Patagonico PAMPA GOURMET;Varios;Green & CO;-1;;1608.00;
5115;Agar agar 10g Algas Patagonicas;Otros;;-2;0.00;2200.00;
7798146450300;Agar agar sobre (algas patag) 10g;Varios;Eco Tierra;-65;237.00;2000.00;
1745;Agua de Azahar Sentida Botanica 60ml;Cosmetica natural;Sentida botanica;-1;0.00;2230.00;
207;Agua de coco Dale Coco 1lt;Bebidas;Fernanda - Alimentos Naturales;0;;530.40;
7754654404228;Agua de florida Murray y Lanman 270ml;Varios;SUMA QAMAÑA - Francisco Rios - maca;-10;7200.00;11520.00;
7754654404211;Agua de florida Murray y Lanman 70ml;Bebidas;;-4;4000.00;6400.00;
736684209544;Agua de fruta Sonder 500ml;Bebidas;Sonder;-59;0.00;4100.00;
736684209537;Agua de fruta Sonder 500ml kiwi;Bebidas;;0;0.00;4100.00;
714604133612;Agua de fruta Sonder 500ml pera;Bebidas;;0;0.00;4100.00;
6776;Agua de Mar 10lt VITALMAR;Bebidas;;-2;;11700.00;
1261367;Agua de Mar 1lt VITALMAR;Bebidas;-;-50;0.00;5600.00;
7987654;Agua de Mar 5lt VITALMAR;Bebidas;;-68;0.00;11500.00;
614143601576;Agua de mar x 1Lt PRANAMAR;Otros;Fernanda - Alimentos Naturales;-32;0.00;5000.00;
614143601569;Agua de mar x 5lts PRANAMAR;Otros;Fernanda - Alimentos Naturales;-40;0.00;12400.00;
7798164280019;Agua de Misiones 500ml;Bebidas;;-3;;252.00;
12326;Agua de rosas Sentida Botanica 60ml;Cosmetica natural;Sentida botanica;-2;0.00;4380.00;
211;Agua de Rosas Sri Sri x 100g;Cosmetica natural;Beatriz cosméticos;0;;1843.20;
213;Agua Florida;infusiones;SUMA QAMAÑA - Francisco Rios - maca;-3;;2986.80;
7798290581684;Agua KO 1lt;Bebidas;;-3;0.00;1200.00;
7798290581677;Agua KO 500ml;Bebidas;;-1;0.00;1100.00;
2879;Agua micelar de rosas SOMOS SEMILLA;Cosmetica natural;Somos semilla;0;;1659.60;
758758;Agua micelar RUH NATURAL;Cosmetica natural;;-1;;3980.00;
723540584877;Agua oxigenada 10 VOL Prama;harinas;Prama Nestor Palmetti;-2;;1536.00;
7798328830029;Agua Palau con gas 1500ml;Bebidas;Palau La Fontana (Leonardo Rizzo);-7;;368.40;
7798328830036;Agua Palau sin gas 1500ml;Bebidas;Palau La Fontana (Leonardo Rizzo);-29;;368.40;
7798139200035;Agua Palau sin gas 500ml de plastico;Bebidas;Palau La Fontana (Leonardo Rizzo);-58;;252.00;
7798328830111;Agua Palau sin gas bidon 6 lt de plastico;Bebidas;Palau La Fontana (Leonardo Rizzo);-32;;1054.80;
224;Agua termal + fango verde SPATAGONIA;Aceites;Fernanda - Alimentos Naturales;0;;1902.00;
225;Aguaribay 50g Plut;yuyerio y condimentos;Yuyos Andy;0;;1500.00;
226;Ahuyenta mosquitos 120ml SENTIDA BOTANICA;Cosmetica natural;Sentida botanica;0;0.00;8000.00;
227;Ahuyenta mosquitos 60ml SENTIDA BOTANICA;Cosmetica natural;Sentida botanica;0;;648.00;
228;Ajenjo 50 gr Plut;yuyerio y condimentos;Yuyos Andy;-8;742.00;1684.00;
230;Aji molido 50g Plut;yuyerio y condimentos;Yuyos Andy;-9;0.00;3000.00;
7791045512230;Ajies en vinagre SAN NICOLAS 250g;Varios;Hecho en Argentina;0;;871.20;
232;Ajo ESCAMAS 50g Plut;yuyerio y condimentos;Yuyos Andy;0;;1500.00;
233;Ajo granulado 50g Plut;yuyerio y condimentos;Yuyos Andy;0;;1500.00;
234;Ajo negro EN PASTA organico Oro Rubi;Verduras y frutas;Los Nogales;0;746.23;1393.20;
1255215;Ajo negro KURO 1 unidad;Sin identificar;;0;0.00;5000.00;
7798185630015;Ajo negro organico Oro Rubi 1 unidad;Verduras y frutas;Los Nogales;-26;596.45;3900.00;
7798185630046;ajo negro oro rubi cocido organico 2 unidades;Varios;Los Nogales;0;711.00;2880.00;
236;Ajo polvo 50g Plut;yuyerio y condimentos;Yuyos Andy;0;;1500.00;
237;Albahaca x 50 gr Plut;yuyerio y condimentos;Yuyos Andy;0;;1500.00;
7793323004314;Albumina de huevo x 120grs DICOMERE;galletas;Mi Soja (Soja SRL);-3;1680.33;3136.80;
3005;Alcachofa 50grs PLUTARCO;yuyerio y condimentos;Yuyos Andy;-2;692.00;1584.00;
240;Alcanfor 50 gr Plut;yuyerio y condimentos;Yuyos Andy;0;;1500.00;
12134;ALCARAVEA Kumel 50g Plut;Yerba;;0;1076.75;2353.50;
242;Alcohol de Cereal 1Lt;Algas;Eco Tierra;0;367.35;685.20;
7793957000119;Alcohol de Cereal SANICOL 1lt;Bebidas;;0;0.00;3280.00;
7793957000102;Alcohol de Cereal SANICOL 1ltAlcohol de Cereal SANICOL 500ml;Sin Categoria;;0;0.00;2640.00;
243;Alcohol ECOTIERRA 500cc;Cosmetica natural;Samu Shampoo solido;-1;0.00;1584.00;
244;Alcohol en aerosol 143 ml aktiol;Cosmetica natural;Frusan (Gerardo Lassalle);0;;244.80;
245;Alcohol en gel 220 ml aktiol;Cosmetica natural;Frusan (Gerardo Lassalle);0;;180.00;
246;alcohol en gel chico;Cosmetica natural;Samu Shampoo solido;0;;219.60;
247;Alcohol Gel Influencia x 250ml;Cosmetica natural;Frusan (Gerardo Lassalle);-1;;508.80;
714604278207;aldajor celienergy mani y chocolate;Bocadito;;-3;0.00;1600.00;
248;Alfabetizandonos;Libros;Pablo Picyk;0;;147.60;
252;Alfajor (todos) KETO Nutrirte;galletas;Alfajores KETO Nutrirte;-297;0.00;4670.00;
727373150131;Alfajor Blanco Felices las Vacas;Bocadito;;-51;;1480.00;
656750814383;alfajor celienergy avellanas;barritas;;-90;0.00;1600.00;
656750814376;alfajor celienergy avellanas negro;barritas;;-8;0.00;1600.00;
790757879737;alfajor celienergy mani;Dulces;;-16;0.00;1600.00;
076625228600;alfajor celienergy nuez;Varios;Crackines (Milgal) Lucas;-211;248.85;1600.00;
076625228594;alfajor celienergy zapallo y algarroba;Varios;Crackines (Milgal) Lucas;-55;248.85;1600.00;
0724751091963;Alfajor Chocolate Felices Las Vacas;galletas;Felices Las Vacas (Logica Natural S.R.L);-95;300.20;1650.00;
736372931993;Alfajor Chocolate Mooh;Dulces;KAIZEN;0;;924.00;
763571784365;Alfajor con dulce de leche NATIVOS;Dulces;KAIZEN;-1;;900.00;
2818;Alfajor Coprigio caprigio (sin azucar);Varios;Coprigio Caprigio alfajores;-260;0.00;2700.00;
2816;Alfajor Coprigio caprigio (tradicional / blanco);Varios;Coprigio Caprigio alfajores;-121;0.00;2700.00;
2817;Alfajor Coprigio caprigio (vegano);Varios;Coprigio Caprigio alfajores;-169;;2950.00;
656750808788;Alfajor de almendra con dulce de leche NATIVOS;Dulces;KAIZEN;-22;;900.00;
763571804827;Alfajor de almendra con frutos del bosque NATIVOS;Dulces;KAIZEN;-11;;900.00;
736684223021;Alfajor de Arroz Felices las vacas;Varios;Felices Las Vacas (Logica Natural S.R.L);-32;110.60;500.00;
724751091956;alfajor de maicena con dulce de leche FELICES LAS VACAS;Varios;Felices Las Vacas (Logica Natural S.R.L);-45;221.20;830.00;
727373150148;Alfajor de Membrillo 60g FELICES LAS VACAS;X;;-23;0.00;1550.00;
7798340790196;Alfajor Frank;barritas;;-2;;910.00;
736372932006;Alfajor Frutos del Bosque Mooh ;Dulces;KAIZEN;0;;924.00;
736372932020;Alfajor Limon Mooh ;Dulces;KAIZEN;-1;;924.00;
0720665924458;Alfajor Mani Felices Las Vacas;galletas;Felices Las Vacas (Logica Natural S.R.L);-237;229.10;1950.00;
736372932037;Alfajor Mani Mooh ;Dulces;KAIZEN;-3;0.00;924.00;
7798333090333;Alfajor Muecas;Bocadito;;-14;;1670.00;
2838;Alfajor Rincon Vegano;galletas;;0;;398.40;
16848;Alfajor Toffe;Varios;Nutree;-3;;2772.00;
763571784372;Alfajor vegano NATIVOS;Dulces;FJ ORGANICO;-9;;900.00;
7794903232165;Alfajor Yuka;Masitas;;0;;760.00;
7798307810332;alfajores Nutri Raw coco;Dulces;Mi Soja (Soja SRL);-97;0.00;3400.00;
7798307810271;alfajores Nutri Raw mouse de cafe;Varios;Mi Soja (Soja SRL);-141;383.15;3400.00;
7798307810295;alfajores Nutri Raw pasta de mani;galletas;Mi Soja (Soja SRL);-173;383.15;3400.00;
7798307810042;alfajores Nutri Raw relleno frutal;Varios;Mi Soja (Soja SRL);-56;383.15;3400.00;
260;Alfajores veganos NIVA;barritas;-;0;;332.40;
7798146450287;Alga Nori sushi 6 hojas;Algas;Eco Tierra;-15;833.45;7290.00;
262;Alga sushi 10 laminas;Algas;Fernanda - Alimentos Naturales;0;;436.80;
265;Algarroba Patay Prama;yuyerio y condimentos;Prama Nestor Palmetti;0;;702.00;
723540585621;Algas hiziki Prama;harinas;Prama Nestor Palmetti;-2;;1260.00;
723540585638;Algas kelp Prama;harinas;Prama Nestor Palmetti;-2;;2430.00;
7798146450270;Algas kombu tiras Argendiet 100 gr;Algas;Eco Tierra;-7;829.50;8900.00;
723540585652;Algas Nori Prama;harinas;Prama Nestor Palmetti;-1;;4542.00;
7798146450249;Algas Nory molidas Argendiet 100 gr;Algas;Eco Tierra;-7;560.90;4180.00;
7798146450232;Algas Nory molidas Argendiet 50 gr;Algas;Eco Tierra;-11;276.50;4180.00;
276;Algas spirulina PRAMA;harinas;Prama Nestor Palmetti;0;;726.00;
7798146450980;Algas wakame ARGENDIET x 35 gr;Algas;Eco Tierra;-1;462.15;1046.40;
723540585676;Algas Wakame Prama;Algas;Prama Nestor Palmetti;-3;;2376.00;
279;Algas wakame x 35 gr;Algas;Fernanda - Alimentos Naturales;0;0.00;3600.00;
281;Alibano 30g;Varios;SUMA QAMAÑA - Francisco Rios - maca;0;;471.60;
COECO0001;alitas de pollo COECO;Huevos y pollos;Coeco;-40;655.70;6750.00;
7798371600273;Almadre pitachips cebolla 170g;Varios;Mi Soja (Soja SRL);-57;553.00;2485.00;
7798371600266;Almadre pitachips jalapeño 170g;Varios;Mi Soja (Soja SRL);-32;553.00;2485.00;
7798371600259;Almadre pitachips original 170g;Varios;Mi Soja (Soja SRL);-43;553.00;2485.00;
7798371600013;Almadre snacks rawmesan y remolacha 130g;Varios;Mi Soja (Soja SRL);-15;406.85;2675.00;
